Symbol,Name,Date,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance
AMZN,Amazon.com Inc.,2016-02-24,1.37,6.64,2455.22,-7.1,-17.45,19.57,46.34,34.88,57.06,-0.69,-1.11,0.42,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-02-24,1.08,10.1,3917.54,-3.29,-6.33,16.63,33.83,27.18,38.37,-0.3,-0.36,0.06,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-02-24,1.27,8.26,1603.61,9.13,1.08,30.2,36.24,30.11,39.68,0.81,0.58,0.22,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-02-24,1.06,9.77,3545.55,-1.07,-4.65,24.95,19.67,27.07,47.74,-0.16,-0.34,0.18,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-02-24,2.27,36.35,4321.92,11.85,2.09,54.23,44.44,34.13,68.14,0.01,-0.01,0.02,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-02-24,1.87,17.43,1394.85,-11.63,-17.98,-18.22,-12.3,42.41,53.7,-0.5,-0.77,0.27,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-02-24,0.43,3.09,295.56,5.13,6.65,9.79,5.83,24.51,65.59,1.39,0.53,0.85,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-02-25,1.11,55.49,4110.34,-2.17,-17.58,-5.82,-23.48,26.68,50.49,-0.2,-0.32,0.12,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-02-25,1.37,6.64,2455.22,-6.94,-17.8,19.04,44.06,34.84,55.96,-0.57,-1,0.43,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.875,-0.875,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-02-25,1.08,10.1,3917.54,-0.61,-5.22,19.05,33.21,27.16,49.59,-0.25,-0.34,0.09,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-02-25,1.27,8.26,1603.61,11.4,2.52,30.2,35.83,30.08,45.54,1.01,0.67,0.34,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-02-25,1.06,9.77,3545.55,1.32,-2.26,30.54,21.67,27.06,52.34,-0.1,-0.29,0.2,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-02-25,2.27,36.35,4321.92,12.21,2.44,57.85,45.87,34.08,68.33,0.01,0,0.02,Technology,Semiconductors,-1,-0.875,-1,1,-0.75,-0.525,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2016-02-25,1.87,17.43,1394.85,-4.56,-18.38,-14.82,-8.01,42.54,57.45,-0.37,-0.69,0.32,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2016-02-25,0.43,3.09,295.56,6.9,6.39,11.16,8,24.49,64.93,1.56,0.74,0.83,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-02-26,1.11,55.49,4110.34,-2.55,-17.45,-10.79,-24.32,26.65,60.28,-0.17,-0.29,0.12,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-02-26,1.37,6.64,2455.22,-7.65,-17.79,10.88,44.29,34.79,71.32,-0.47,-0.9,0.43,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.875,-0.875,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-02-26,1.08,10.1,3917.54,-1.22,-5.77,9.87,29.6,27.13,61.81,-0.22,-0.31,0.09,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-02-26,1.27,8.26,1603.61,10.87,2.38,23.78,34.21,30.04,59.22,1.15,0.76,0.38,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-02-26,1.06,9.77,3545.55,-0.96,-3.77,21.79,19.61,27.05,58.3,-0.1,-0.26,0.15,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-02-26,2.27,36.35,4321.92,10.38,1.77,45.81,44.51,34.04,80.99,0.02,0,0.02,Technology,Semiconductors,-1,-0.875,-1,1,-0.75,-0.525,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2016-02-26,1.87,17.43,1394.85,-1.66,-17.11,-15.34,-8.13,42.5,69.43,-0.25,-0.6,0.35,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2016-02-26,0.43,3.09,295.56,6.47,6.51,7.86,8.49,24.45,72.78,1.69,0.93,0.77,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-02-29,1.11,55.49,4110.34,-0.13,-17.48,-13.82,-23.34,26.62,56.33,-0.15,-0.26,0.11,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-02-29,1.37,6.64,2455.22,-5.87,-17.93,6.66,45.34,34.75,78.45,-0.4,-0.8,0.4,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-02-29,1.08,10.1,3917.54,-5.8,-7.09,8.72,27.48,27.11,56.76,-0.23,-0.3,0.07,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-02-29,1.27,8.26,1603.61,-4.71,1.39,17.48,35.39,30.01,70.43,1.16,0.84,0.32,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-02-29,1.06,9.77,3545.55,-6.98,-4.98,17.44,19.2,27.03,60.47,-0.14,-0.23,0.09,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-02-29,2.27,36.35,4321.92,7.46,0.27,39,44.49,34,91.89,0.02,0,0.01,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-02-29,1.87,17.43,1394.85,0.38,-17.13,-22.76,-5.61,42.45,87.65,-0.14,-0.51,0.37,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-02-29,0.43,3.09,295.56,3.42,4.61,2.43,6.52,24.47,71,1.62,1.07,0.56,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-03-01,1.11,55.49,4110.34,4.82,-13.86,-5.77,-20.29,26.78,66.2,-0.06,-0.22,0.16,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-03-01,1.37,6.64,2455.22,0.74,-14.73,16.61,52.31,34.91,86.26,-0.23,-0.68,0.45,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-03-01,1.08,10.1,3917.54,-3.71,-5.31,17.89,31.91,27.21,67.38,-0.13,-0.26,0.13,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-03-01,1.27,8.26,1603.61,-4.58,2.52,25.9,39.07,30.05,75.4,1.39,0.95,0.44,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-03-01,1.06,9.77,3545.55,-3.2,-4.1,27.49,23.18,27.12,67.77,-0.04,-0.19,0.15,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-03-01,2.27,36.35,4321.92,12.18,0.36,53.03,50.89,34.14,92.95,0.02,0.01,0.01,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-03-01,1.87,17.43,1394.85,-5.38,-21.43,-21.91,-8.36,42.46,79.92,-0.09,-0.42,0.34,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-03-01,0.43,3.09,295.56,4.99,5.11,8.96,8.82,24.5,72.8,1.73,1.2,0.53,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-03-02,1.11,55.49,4110.34,7.21,-12.89,-9.44,-20.51,26.74,69.52,0.01,-0.17,0.19,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-03-02,1.37,6.64,2455.22,5.09,-14.17,13.64,50.45,34.86,85.47,-0.09,-0.56,0.47,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-03-02,1.08,10.1,3917.54,-5.31,-4.93,14.66,28.6,27.18,64.16,-0.06,-0.22,0.16,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-03-02,1.27,8.26,1603.61,-4.07,3.66,22.32,37.87,30.01,73.66,1.56,1.08,0.49,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-03-02,1.06,9.77,3545.55,0.62,-3.4,23.82,23.96,27.09,67.6,0.06,-0.14,0.2,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-03-02,2.27,36.35,4321.92,17.82,1.72,49.42,48.14,34.09,93.74,0.03,0.01,0.01,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-03-02,1.87,17.43,1394.85,3.04,-18.82,-23.96,-4.56,42.41,86.56,-0.03,-0.35,0.31,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-03-02,0.43,3.09,295.56,6.49,3.09,7.08,7.74,24.47,69.5,1.76,1.31,0.45,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-03-03,1.11,55.49,4110.34,5.92,-11.41,-7.14,-20.08,26.71,73.24,0.09,-0.12,0.21,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-03-03,1.37,6.64,2455.22,8.74,-13.32,14.42,50.15,34.82,81.8,0.01,-0.45,0.46,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-03-03,1.08,10.1,3917.54,-2.37,-4.77,14.84,26.4,27.16,60.29,-0.04,-0.19,0.14,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-03-03,1.27,8.26,1603.61,-2.76,4.98,24.31,37.66,29.97,70.88,1.65,1.19,0.46,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-03-03,1.06,9.77,3545.55,1.08,-2.72,22.03,24.26,27.08,63.96,0.1,-0.1,0.19,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-03-03,2.27,36.35,4321.92,16.2,1.05,47.7,49.62,34.06,92.04,0.03,0.01,0.01,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-03-03,1.87,17.43,1394.85,12.83,-15.89,-20.29,-1.91,42.48,86.69,0.05,-0.27,0.32,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-03-03,0.43,3.09,295.56,8.04,5.93,7.79,9.7,24.44,77.59,1.8,1.41,0.39,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-03-04,1.11,55.49,4110.34,6.64,-12.99,-4.81,-18.38,26.7,75.06,0.17,-0.06,0.23,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-03-04,1.37,6.64,2455.22,7.25,-14.5,15.26,50.28,34.78,79.61,0.07,-0.34,0.42,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-03-04,1.08,10.1,3917.54,0.03,-6.29,16.1,26.26,27.13,59.45,-0.03,-0.16,0.12,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-03-04,1.27,8.26,1603.61,-1.9,2.08,22.81,33.98,29.95,66.39,1.61,1.28,0.33,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-03-04,1.06,9.77,3545.55,0.78,-6.27,23.81,24.13,27.05,59.17,0.1,-0.06,0.16,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-03-04,2.27,36.35,4321.92,15.81,-3.2,50.77,47.49,34.02,90.56,0.03,0.02,0.01,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-03-04,1.87,17.43,1394.85,14.66,-12.74,-16.9,-0.69,42.48,87.64,0.14,-0.18,0.33,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-03-04,0.43,3.09,295.56,6.66,3.45,9.34,8.76,24.41,76.1,1.82,1.49,0.32,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-03-07,1.11,55.49,4110.34,8.35,-13.41,-5.87,-18.04,26.68,65.86,0.21,-0.01,0.22,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-03-07,1.37,6.64,2455.22,12.08,-15.98,12.79,48.07,34.78,68.41,0.08,-0.26,0.34,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-03-07,1.08,10.1,3917.54,1.28,-7.79,13.33,24.42,27.16,48.14,-0.09,-0.14,0.05,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-03-07,1.27,8.26,1603.61,1.6,0.11,19.79,32.15,29.98,59.48,1.35,1.29,0.06,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-03-07,1.06,9.77,3545.55,2.46,-7.91,21.43,23.75,27.06,49.71,0.03,-0.04,0.07,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-03-07,2.27,36.35,4321.92,22.81,-1.97,49.8,45.76,33.98,86.43,0.03,0.02,0.01,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-03-07,1.87,17.43,1394.85,26.25,-11.18,-15.14,5.89,42.46,87.66,0.24,-0.1,0.34,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-03-07,0.43,3.09,295.56,8.99,5.05,9.3,9.63,24.37,70.88,1.8,1.55,0.25,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-03-08,1.11,55.49,4110.34,6.34,-14.08,-9.17,-18.72,26.66,59.18,0.23,0.04,0.19,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-03-08,1.37,6.64,2455.22,14.78,-17.28,8.25,47.4,34.74,62.72,0.07,-0.19,0.26,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-03-08,1.08,10.1,3917.54,1.33,-7.95,10.82,24.55,27.13,42.09,-0.13,-0.14,0.01,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.5,-0.35,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-03-08,1.27,8.26,1603.61,6.2,-0.53,18.32,32.4,29.94,51.99,1.14,1.26,-0.12,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2016-03-08,1.06,9.77,3545.55,5.28,-6.76,19.32,25.26,27.04,46.01,0.02,-0.03,0.05,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2016-03-08,2.27,36.35,4321.92,26.35,-5.05,41.03,43.1,33.97,78.32,0.03,0.02,0.01,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-03-08,1.87,17.43,1394.85,36.9,-10.64,-18.36,4.5,42.42,80.44,0.29,-0.02,0.31,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-03-08,0.43,3.09,295.56,10.58,4.99,5.71,9.54,24.34,63.15,1.76,1.6,0.17,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-03-09,1.11,55.49,4110.34,6.45,-12.07,-7.3,-18.99,26.62,67.26,0.24,0.08,0.16,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2016-03-09,1.37,6.64,2455.22,16.06,-15.84,8.24,47.79,34.7,68.24,0.06,-0.14,0.2,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-03-09,1.08,10.1,3917.54,3.48,-4.87,12.74,26.36,27.12,53.47,-0.12,-0.14,0.02,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.5,-0.35,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-03-09,1.27,8.26,1603.61,8.01,2.78,18.87,35.33,29.93,61.11,1.09,1.23,-0.13,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2016-03-09,1.06,9.77,3545.55,7.99,-3.2,24.4,26.68,27.06,53.06,0.1,0,0.1,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.375,-0.225,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2016-03-09,2.27,36.35,4321.92,24.93,-2.64,43.8,42.63,33.93,67.82,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-03-09,1.87,17.43,1394.85,40.79,-7.04,-16.15,9.35,42.44,85,0.37,0.06,0.31,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.375,-1,-0.5,0.375,NEUTRAL,MEDIUM,6,0
UNH,UnitedHealth Group Inc.,2016-03-09,0.43,3.09,295.56,9.39,5.69,6.12,7.56,24.31,67.3,1.71,1.62,0.09,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-03-10,1.11,55.49,4110.34,7.32,-12.44,-9.25,-17.24,26.59,68.44,0.24,0.11,0.13,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-03-10,1.37,6.64,2455.22,13.96,-15.61,7.03,51.26,34.65,64.11,0.05,-0.11,0.15,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-03-10,1.08,10.1,3917.54,3.58,-3.67,12.45,30.78,27.1,54.33,-0.08,-0.12,0.05,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-03-10,1.27,8.26,1603.61,6.26,1.8,16.68,38.39,29.89,57.96,1.03,1.19,-0.16,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-03-10,1.06,9.77,3545.55,5.46,-5.15,21.92,27.22,27.06,51.04,0.1,0.02,0.08,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-03-10,2.27,36.35,4321.92,25.03,-3.59,41.35,39.99,33.88,64.37,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2016-03-10,1.87,17.43,1394.85,42.81,-9.64,-17.43,7.81,42.4,80.5,0.4,0.13,0.28,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2016-03-10,0.43,3.09,295.56,8.74,5.49,5.44,10.79,24.29,69.26,1.72,1.64,0.08,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.375,-0.125,-0.025,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2016-03-11,1.11,55.49,4110.34,9.14,-9.16,-9.59,-14.79,26.57,69,0.27,0.14,0.12,Technology,Consumer Electronics,-0.5,-1,-0.875,0.125,-0.25,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2016-03-11,1.37,6.64,2455.22,13.06,-11.02,7.59,55.47,34.64,57.1,0.08,-0.07,0.15,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,1,-0.875,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2016-03-11,1.08,10.1,3917.54,5.45,-0.74,13.67,34.04,27.1,56.49,0,-0.1,0.1,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.5,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2016-03-11,1.27,8.26,1603.61,7.36,7.14,18.86,41.05,29.89,56.71,1.13,1.17,-0.05,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.75,-0.625,-0.25,0.8125,BUY,MEDIUM,2.5,1
MSFT,Microsoft Corporation,2016-03-11,1.06,9.77,3545.55,7.57,-1.13,23.76,29.87,27.07,51.87,0.17,0.05,0.12,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.375,-0.25,0.8125,BUY,MEDIUM,2.5,1
NVDA,NVIDIA Corporation,2016-03-11,2.27,36.35,4321.92,27.82,-0.47,43.31,43.13,33.86,59.78,0.02,0.02,0,Technology,Semiconductors,-1,-0.875,-1,0.875,-0.75,-0.55,0.125,SELL,MEDIUM,8,1
