Symbol,Name,Date,Close,Volume,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance,Mkt_RF,SMB,HML,RMW,CMA
AMZN,Amazon.com Inc.,2013-06-26,13.88,60590000,1.19,6.43,148.36,3.85,4.62,7.33,24.94,21.94,58.95,0.12,0.14,-0.02,Consumer Cyclical,Internet Retail,0.0625,0.125,0.375,0.75,0.375,0.375,12.5,STRONG_SELL,HIGH,37.5,1,0.0092,-0.006999999999999999,-0.0017000000000000001,0.0008,0.0017000000000000001
GOOGL,Alphabet Inc.,2013-06-26,21.7,73182744,0.91,9.57,126.25,-0.86,8.84,23.14,52.87,18.57,53.81,0.08,0.14,-0.07,Communication Services,Internet Content & Information,0.625,0.5,0.125,0.875,0.875,0.675,100.0,STRONG_BUY,HIGH,67.5,1,0.0092,-0.006999999999999999,-0.0017000000000000001,0.0008,0.0017000000000000001
META,Meta Platforms Inc.,2013-06-26,23.99,29890300,0.4,8.54,52.25,0.25,-7.4,-10.29,-26.9,31.97,62.47,-0.3,-0.45,0.15,Communication Services,Internet Content & Information,0.875,0.75,0.5,0.25,0.125,0.4750000000000001,62.5,BUY,MEDIUM,47.50000000000001,0,0.0092,-0.006999999999999999,-0.0017000000000000001,0.0008,0.0017000000000000001
MSFT,Microsoft Corporation,2013-06-26,28.09,48665900,1.01,9.75,208.76,-1.91,21.93,28.89,15.3,21.33,44.75,0.05,0.24,-0.19,Technology,Software - Infrastructure,0.5,0.25,0.25,0.625,0.5,0.4625,50.0,NEUTRAL,MEDIUM,46.25,0,0.0092,-0.006999999999999999,-0.0017000000000000001,0.0008,0.0017000000000000001
NVDA,NVIDIA Corporation,2013-06-26,0.33,579752000,1.19,36.33,8.02,-2.68,12.35,16.73,10.7,23.75,47.81,0.0,0.0,-0.0,Technology,Semiconductors,0.0625,0.625,0.875,0.375,0.25,0.3875,25.0,SELL,MEDIUM,38.75,0,0.0092,-0.006999999999999999,-0.0017000000000000001,0.0008,0.0017000000000000001
TSLA,Tesla Inc.,2013-06-26,7.05,99039000,1.15,20.36,23.44,-4.18,177.04,208.4,212.87,68.47,62.39,0.36,0.43,-0.06,Consumer Cyclical,Auto Manufacturers,0.25,0.375,0.625,1.0,0.0,0.4875,75.0,BUY,MEDIUM,48.75,0,0.0092,-0.006999999999999999,-0.0017000000000000001,0.0008,0.0017000000000000001
UNH,UnitedHealth Group Inc.,2013-06-26,53.02,4851700,0.73,3.16,48.03,2.72,14.92,19.08,11.47,19.71,66.26,0.61,0.63,-0.02,Healthcare,Healthcare Plans,0.75,0.0,0.75,0.5,0.625,0.5,87.5,STRONG_BUY,HIGH,50.0,1,0.0092,-0.006999999999999999,-0.0017000000000000001,0.0008,0.0017000000000000001
AAPL,Apple Inc.,2013-06-27,12.06,337246000,1.08,55.02,178.25,-11.5,-10.45,-22.28,-29.53,17.31,9.74,-0.33,-0.19,-0.14,Technology,Consumer Electronics,0.375,0.875,0.0,0.125,0.75,0.43750000000000006,50.0,NEUTRAL,MEDIUM,43.75000000000001,0,0.0077,0.0083,0.0037,-0.0046,0.0028000000000000004
AMZN,Amazon.com Inc.,2013-06-27,13.88,50390000,1.2,6.43,148.35,4.53,4.15,11.63,26.12,21.81,50.75,0.12,0.14,-0.01,Consumer Cyclical,Internet Retail,0.0,0.25,0.625,0.75,0.375,0.4125,37.5,SELL,MEDIUM,41.25,0,0.0077,0.0083,0.0037,-0.0046,0.0028000000000000004
GOOGL,Alphabet Inc.,2013-06-27,21.78,76982940,0.9,9.57,126.74,1.01,10.44,23.73,56.42,15.81,48.75,0.07,0.13,-0.06,Communication Services,Internet Content & Information,0.625,0.5,0.125,0.875,0.875,0.675,100.0,STRONG_BUY,HIGH,67.5,1,0.0077,0.0083,0.0037,-0.0046,0.0028000000000000004
META,Meta Platforms Inc.,2013-06-27,24.49,34694100,0.38,8.54,53.33,5.75,-3.6,-6.98,-23.08,32.44,63.84,-0.23,-0.4,0.17,Communication Services,Internet Content & Information,0.875,0.75,0.375,0.25,0.125,0.4625,62.5,BUY,MEDIUM,46.25,0,0.0077,0.0083,0.0037,-0.0046,0.0028000000000000004
MSFT,Microsoft Corporation,2013-06-27,28.31,28993100,1.0,9.75,210.4,-0.75,21.86,30.87,19.43,21.28,40.22,0.07,0.2,-0.13,Technology,Software - Infrastructure,0.5,0.375,0.5,0.625,0.5,0.5125,81.25,STRONG_BUY,HIGH,51.24999999999999,1,0.0077,0.0083,0.0037,-0.0046,0.0028000000000000004
NVDA,NVIDIA Corporation,2013-06-27,0.33,808036000,1.17,36.33,7.94,-2.98,9.75,15.75,13.26,23.27,40.98,0.0,0.0,-0.0,Technology,Semiconductors,0.125,0.625,0.75,0.375,0.25,0.3875,12.5,STRONG_SELL,HIGH,38.75,1,0.0077,0.0083,0.0037,-0.0046,0.0028000000000000004
TSLA,Tesla Inc.,2013-06-27,7.28,131173500,1.15,20.36,24.22,4.42,188.33,225.25,229.96,68.78,61.05,0.38,0.42,-0.04,Consumer Cyclical,Auto Manufacturers,0.25,0.125,0.25,1.0,0.0,0.39999999999999997,25.0,SELL,MEDIUM,40.0,0,0.0077,0.0083,0.0037,-0.0046,0.0028000000000000004
UNH,UnitedHealth Group Inc.,2013-06-27,54.09,4483600,0.72,3.16,49.0,4.78,16.03,22.9,16.44,20.38,68.43,0.69,0.64,0.05,Healthcare,Healthcare Plans,0.75,0.0,0.875,0.5,0.625,0.5125,81.25,STRONG_BUY,HIGH,51.24999999999999,1,0.0077,0.0083,0.0037,-0.0046,0.0028000000000000004
AAPL,Apple Inc.,2013-06-28,12.15,578516400,1.07,55.02,179.5,-12.19,-6.94,-22.05,-29.19,16.89,14.39,-0.34,-0.22,-0.12,Technology,Consumer Electronics,0.375,0.875,0.0,0.125,0.75,0.43750000000000006,50.0,NEUTRAL,MEDIUM,43.75000000000001,0,-0.0034000000000000002,0.0029,-0.0012,0.0015,-0.0028000000000000004
AMZN,Amazon.com Inc.,2013-06-28,13.88,63866000,1.19,6.43,148.43,4.07,6.15,11.83,23.08,21.59,45.91,0.13,0.13,-0.01,Consumer Cyclical,Internet Retail,0.0,0.125,0.5,0.75,0.375,0.375,12.5,STRONG_SELL,HIGH,37.5,1,-0.0034000000000000002,0.0029,-0.0012,0.0015,-0.0028000000000000004
GOOGL,Alphabet Inc.,2013-06-28,21.87,93878028,0.9,9.57,127.22,1.1,9.88,24.65,55.91,15.48,45.05,0.07,0.11,-0.05,Communication Services,Internet Content & Information,0.625,0.5,0.25,0.875,0.875,0.6875,100.0,STRONG_BUY,HIGH,68.75,1,-0.0034000000000000002,0.0029,-0.0012,0.0015,-0.0028000000000000004
META,Meta Platforms Inc.,2013-06-28,24.71,96778900,0.37,8.54,53.81,1.34,-2.55,-4.49,-24.83,32.26,56.66,-0.16,-0.35,0.2,Communication Services,Internet Content & Information,0.875,0.75,0.125,0.25,0.125,0.4375000000000001,62.5,BUY,MEDIUM,43.750000000000014,0,-0.0034000000000000002,0.0029,-0.0012,0.0015,-0.0028000000000000004
MSFT,Microsoft Corporation,2013-06-28,28.24,65545500,0.99,9.75,209.91,-1.4,21.57,30.08,18.56,21.22,41.14,0.08,0.18,-0.1,Technology,Software - Infrastructure,0.5,0.375,0.375,0.625,0.5,0.5,81.25,STRONG_BUY,HIGH,50.0,1,-0.0034000000000000002,0.0029,-0.0012,0.0015,-0.0028000000000000004
NVDA,NVIDIA Corporation,2013-06-28,0.33,431536000,1.16,36.33,7.96,-4.03,13.71,16.76,12.25,23.26,41.87,-0.0,0.0,-0.0,Technology,Semiconductors,0.25,0.625,0.875,0.375,0.25,0.425,25.0,SELL,MEDIUM,42.5,0,-0.0034000000000000002,0.0029,-0.0012,0.0015,-0.0028000000000000004
TSLA,Tesla Inc.,2013-06-28,7.16,86229000,1.17,20.36,23.8,2.3,144.39,218.67,239.64,65.05,61.24,0.38,0.41,-0.03,Consumer Cyclical,Auto Manufacturers,0.125,0.25,0.625,1.0,0.0,0.4375,37.5,SELL,MEDIUM,43.75,0,-0.0034000000000000002,0.0029,-0.0012,0.0015,-0.0028000000000000004
UNH,UnitedHealth Group Inc.,2013-06-28,53.6,6867800,0.72,3.16,48.55,1.71,11.53,21.28,13.19,20.57,60.61,0.71,0.66,0.06,Healthcare,Healthcare Plans,0.75,0.0,0.75,0.5,0.625,0.5,81.25,STRONG_BUY,HIGH,50.0,1,-0.0034000000000000002,0.0029,-0.0012,0.0015,-0.0028000000000000004
AAPL,Apple Inc.,2013-07-01,12.54,391053600,1.08,55.02,185.24,-9.01,-4.16,-18.69,-27.24,19.7,29.98,-0.32,-0.24,-0.08,Technology,Consumer Electronics,0.375,0.875,0.0,0.125,0.75,0.43750000000000006,50.0,NEUTRAL,MEDIUM,43.75000000000001,0,0.0070999999999999995,0.0069,-0.0013,-0.0033,0.0002
AMZN,Amazon.com Inc.,2013-07-01,14.1,57764000,1.2,6.43,150.79,4.79,7.13,15.06,25.03,21.17,59.27,0.15,0.14,0.01,Consumer Cyclical,Internet Retail,0.0625,0.25,0.5,0.75,0.375,0.4125,25.0,SELL,MEDIUM,41.25,0,0.0070999999999999995,0.0069,-0.0013,-0.0033,0.0002
GOOGL,Alphabet Inc.,2013-07-01,22.05,68923008,0.9,9.57,128.3,1.91,9.2,26.84,55.96,15.6,54.18,0.08,0.11,-0.03,Communication Services,Internet Content & Information,0.625,0.375,0.125,0.875,0.875,0.65,100.0,STRONG_BUY,HIGH,65.0,1,0.0070999999999999995,0.0069,-0.0013,-0.0033,0.0002
META,Meta Platforms Inc.,2013-07-01,24.64,20582200,0.39,8.54,53.66,1.89,-2.4,-4.25,-23.02,32.21,60.0,-0.11,-0.31,0.2,Communication Services,Internet Content & Information,0.875,0.75,0.625,0.25,0.125,0.48750000000000004,62.5,BUY,MEDIUM,48.75000000000001,0,0.0070999999999999995,0.0069,-0.0013,-0.0033,0.0002
MSFT,Microsoft Corporation,2013-07-01,28.1,31055400,0.99,9.75,208.82,-1.55,20.14,31.4,17.36,20.16,45.0,0.08,0.16,-0.08,Technology,Software - Infrastructure,0.5,0.5,0.375,0.625,0.625,0.55,87.5,STRONG_BUY,HIGH,55.00000000000001,1,0.0070999999999999995,0.0069,-0.0013,-0.0033,0.0002
NVDA,NVIDIA Corporation,2013-07-01,0.33,199524000,1.15,36.33,7.99,-2.56,15.4,17.84,9.21,22.73,48.44,-0.0,0.0,-0.0,Technology,Semiconductors,0.25,0.625,0.875,0.375,0.25,0.425,37.5,SELL,MEDIUM,42.5,0,0.0070999999999999995,0.0069,-0.0013,-0.0033,0.0002
TSLA,Tesla Inc.,2013-07-01,7.81,163554000,1.2,20.36,25.98,19.86,164.28,252.74,266.65,69.45,80.9,0.42,0.41,0.01,Consumer Cyclical,Auto Manufacturers,0.0625,0.0,0.25,1.0,0.0,0.3375,12.5,STRONG_SELL,HIGH,33.75,1,0.0070999999999999995,0.0069,-0.0013,-0.0033,0.0002
UNH,UnitedHealth Group Inc.,2013-07-01,53.72,3736500,0.72,3.16,48.66,5.25,6.77,22.86,12.51,20.38,60.21,0.73,0.67,0.06,Healthcare,Healthcare Plans,0.75,0.125,0.75,0.5,0.5,0.5,75.0,BUY,MEDIUM,50.0,0,0.0070999999999999995,0.0069,-0.0013,-0.0033,0.0002
AAPL,Apple Inc.,2013-07-02,12.82,469865200,1.08,55.02,189.44,-7.15,-2.48,-20.38,-24.88,19.74,40.83,-0.28,-0.25,-0.03,Technology,Consumer Electronics,0.375,0.875,0.0,0.125,0.75,0.43750000000000006,50.0,NEUTRAL,MEDIUM,43.75000000000001,0,-0.001,0.0002,0.0007000000000000001,0.0009,-0.0007000000000000001
AMZN,Amazon.com Inc.,2013-07-02,14.19,64764000,1.2,6.43,151.66,6.31,9.54,13.1,28.2,20.98,65.87,0.16,0.14,0.02,Consumer Cyclical,Internet Retail,0.0,0.125,0.5,0.75,0.375,0.375,25.0,SELL,MEDIUM,37.5,0,-0.001,0.0002,0.0007000000000000001,0.0009,-0.0007000000000000001
GOOGL,Alphabet Inc.,2013-07-02,21.91,75584340,0.9,9.57,127.5,1.69,9.44,24.73,56.35,15.68,55.47,0.08,0.1,-0.02,Communication Services,Internet Content & Information,0.625,0.375,0.125,0.875,0.875,0.65,100.0,STRONG_BUY,HIGH,65.0,1,-0.001,0.0002,0.0007000000000000001,0.0009,-0.0007000000000000001
META,Meta Platforms Inc.,2013-07-02,24.24,18394100,0.38,8.54,52.79,2.35,-7.01,-8.3,-22.16,32.11,57.92,-0.1,-0.26,0.17,Communication Services,Internet Content & Information,0.875,0.75,0.625,0.25,0.125,0.48750000000000004,62.5,BUY,MEDIUM,48.75000000000001,0,-0.001,0.0002,0.0007000000000000001,0.0009,-0.0007000000000000001
MSFT,Microsoft Corporation,2013-07-02,27.75,37630000,0.99,9.75,206.26,-4.64,19.67,29.02,16.93,20.34,39.53,0.04,0.14,-0.09,Technology,Software - Infrastructure,0.5,0.5,0.375,0.625,0.625,0.55,87.5,STRONG_BUY,HIGH,55.00000000000001,1,-0.001,0.0002,0.0007000000000000001,0.0009,-0.0007000000000000001
NVDA,NVIDIA Corporation,2013-07-02,0.33,256392000,1.15,36.33,7.99,-2.49,16.75,16.22,8.31,22.73,50.93,-0.0,0.0,-0.0,Technology,Semiconductors,0.25,0.625,0.875,0.375,0.25,0.425,37.5,SELL,MEDIUM,42.5,0,-0.001,0.0002,0.0007000000000000001,0.0009,-0.0007000000000000001
TSLA,Tesla Inc.,2013-07-02,7.85,180961500,1.19,20.36,26.12,27.25,186.67,247.86,275.1,69.01,79.43,0.46,0.42,0.04,Consumer Cyclical,Auto Manufacturers,0.125,0.0,0.25,1.0,0.0,0.35000000000000003,12.5,STRONG_SELL,HIGH,35.0,1,-0.001,0.0002,0.0007000000000000001,0.0009,-0.0007000000000000001
UNH,UnitedHealth Group Inc.,2013-07-02,53.42,4484800,0.72,3.16,48.39,4.39,6.3,21.33,11.31,20.41,58.63,0.71,0.68,0.03,Healthcare,Healthcare Plans,0.75,0.25,0.75,0.5,0.5,0.525,75.0,BUY,MEDIUM,52.5,0,-0.001,0.0002,0.0007000000000000001,0.0009,-0.0007000000000000001
AAPL,Apple Inc.,2013-07-03,12.89,240928800,1.08,55.02,190.49,-6.35,-0.97,-22.4,-26.4,19.77,39.66,-0.24,-0.25,0.01,Technology,Consumer Electronics,0.375,0.875,0.0,0.125,0.75,0.43750000000000006,50.0,NEUTRAL,MEDIUM,43.75000000000001,0,0.0012,0.0016,-0.0021,0.0014000000000000002,-0.0006
AMZN,Amazon.com Inc.,2013-07-03,14.2,27460000,1.2,6.43,151.82,6.9,9.63,10.38,24.38,20.97,62.05,0.18,0.15,0.03,Consumer Cyclical,Internet Retail,0.125,0.0,0.5,0.75,0.375,0.375,18.75,STRONG_SELL,HIGH,37.5,1,0.0012,0.0016,-0.0021,0.0014000000000000002,-0.0006
GOOGL,Alphabet Inc.,2013-07-03,22.02,41838120,0.89,9.57,128.09,3.18,11.49,22.56,52.81,15.76,55.05,0.09,0.1,-0.01,Communication Services,Internet Content & Information,0.625,0.375,0.125,0.875,0.875,0.65,100.0,STRONG_BUY,HIGH,65.0,1,0.0012,0.0016,-0.0021,0.0014000000000000002,-0.0006
META,Meta Platforms Inc.,2013-07-03,24.35,10404400,0.41,8.54,53.03,4.25,-9.42,-12.43,-21.16,32.15,59.61,-0.08,-0.23,0.15,Communication Services,Internet Content & Information,0.875,0.75,0.625,0.25,0.125,0.48750000000000004,62.5,BUY,MEDIUM,48.75000000000001,0,0.0012,0.0016,-0.0021,0.0014000000000000002,-0.0006
MSFT,Microsoft Corporation,2013-07-03,27.81,15994400,1.0,9.75,206.69,-2.8,19.75,25.03,14.57,20.29,42.68,0.02,0.11,-0.09,Technology,Software - Infrastructure,0.5,0.5,0.375,0.625,0.625,0.55,87.5,STRONG_BUY,HIGH,55.00000000000001,1,0.0012,0.0016,-0.0021,0.0014000000000000002,-0.0006
NVDA,NVIDIA Corporation,2013-07-03,0.33,140388000,1.13,36.33,8.01,-2.35,15.93,12.33,4.06,22.49,43.55,-0.0,0.0,-0.0,Technology,Semiconductors,0.25,0.625,0.875,0.375,0.25,0.425,37.5,SELL,MEDIUM,42.5,0,0.0012,0.0016,-0.0021,0.0014000000000000002,-0.0006
TSLA,Tesla Inc.,2013-07-03,7.68,72100500,1.25,20.36,25.55,21.51,174.32,225.91,268.3,68.83,73.52,0.47,0.43,0.04,Consumer Cyclical,Auto Manufacturers,0.0,0.25,0.25,1.0,0.0,0.375,18.75,STRONG_SELL,HIGH,37.5,1,0.0012,0.0016,-0.0021,0.0014000000000000002,-0.0006
UNH,UnitedHealth Group Inc.,2013-07-03,53.64,2271100,0.78,3.16,48.59,5.56,6.12,21.17,13.87,20.4,57.22,0.71,0.68,0.02,Healthcare,Healthcare Plans,0.75,0.125,0.75,0.5,0.5,0.5,75.0,BUY,MEDIUM,50.0,0,0.0012,0.0016,-0.0021,0.0014000000000000002,-0.0006
AAPL,Apple Inc.,2013-07-05,12.79,274024800,1.07,55.02,188.96,-6.22,-0.71,-22.04,-28.04,19.8,41.07,-0.21,-0.24,0.03,Technology,Consumer Electronics,0.375,0.875,0.0,0.125,0.625,0.41250000000000003,25.0,SELL,MEDIUM,41.25,0,0.0111,0.004,0.0046,-0.0034999999999999996,0.0017000000000000001
AMZN,Amazon.com Inc.,2013-07-05,14.29,39708000,1.19,6.43,152.81,7.0,11.9,10.6,24.66,19.74,67.37,0.2,0.16,0.04,Consumer Cyclical,Internet Retail,0.125,0.125,0.5,0.75,0.75,0.47500000000000003,62.5,BUY,MEDIUM,47.5,0,0.0111,0.004,0.0046,-0.0034999999999999996,0.0017000000000000001
GOOGL,Alphabet Inc.,2013-07-05,22.19,68007924,0.89,9.57,129.11,3.93,14.1,23.47,53.93,14.92,59.36,0.1,0.1,0.0,Communication Services,Internet Content & Information,0.625,0.375,0.125,0.875,0.875,0.65,100.0,STRONG_BUY,HIGH,65.0,1,0.0111,0.004,0.0046,-0.0034999999999999996,0.0017000000000000001
META,Meta Platforms Inc.,2013-07-05,24.2,20229500,0.41,8.54,52.71,6.42,-11.03,-12.24,-20.8,31.72,58.89,-0.07,-0.2,0.12,Communication Services,Internet Content & Information,0.875,0.75,0.625,0.25,0.125,0.48750000000000004,75.0,BUY,MEDIUM,48.75000000000001,0,0.0111,0.004,0.0046,-0.0034999999999999996,0.0017000000000000001
MSFT,Microsoft Corporation,2013-07-05,27.97,26085900,0.99,9.75,207.9,-1.64,20.03,27.47,15.36,20.29,47.99,0.02,0.1,-0.07,Technology,Software - Infrastructure,0.5,0.5,0.375,0.5,0.375,0.4625,50.0,NEUTRAL,MEDIUM,46.25,0,0.0111,0.004,0.0046,-0.0034999999999999996,0.0017000000000000001
NVDA,NVIDIA Corporation,2013-07-05,0.33,184684000,1.13,36.33,8.07,0.56,14.87,13.12,7.75,20.32,47.18,-0.0,0.0,-0.0,Technology,Semiconductors,0.25,0.625,0.875,0.375,0.25,0.425,37.5,SELL,MEDIUM,42.5,0,0.0111,0.004,0.0046,-0.0034999999999999996,0.0017000000000000001
TSLA,Tesla Inc.,2013-07-05,8.01,102280500,1.27,20.36,26.63,25.92,190.28,245.38,295.03,69.31,75.38,0.49,0.44,0.05,Consumer Cyclical,Auto Manufacturers,0.0,0.125,0.25,1.0,0.0,0.35,12.5,STRONG_SELL,HIGH,35.0,1,0.0111,0.004,0.0046,-0.0034999999999999996,0.0017000000000000001
UNH,UnitedHealth Group Inc.,2013-07-05,54.16,2356500,0.78,3.16,49.06,7.63,7.02,28.33,19.55,20.26,61.96,0.73,0.69,0.04,Healthcare,Healthcare Plans,0.75,0.125,0.75,0.625,0.5,0.5375,87.5,STRONG_BUY,HIGH,53.75,1,0.0111,0.004,0.0046,-0.0034999999999999996,0.0017000000000000001
AAPL,Apple Inc.,2013-07-08,12.72,298138400,1.06,55.02,187.88,-5.34,-1.97,-20.26,-29.27,19.8,38.09,-0.2,-0.23,0.04,Technology,Consumer Electronics,0.375,0.875,0.0,0.125,0.625,0.41250000000000003,37.5,SELL,MEDIUM,41.25,0,0.0053,-0.0014000000000000002,0.0005,0.0018,0.0007000000000000001
AMZN,Amazon.com Inc.,2013-07-08,14.53,60934000,1.2,6.43,155.32,8.5,12.22,12.13,26.6,20.0,67.97,0.22,0.17,0.05,Consumer Cyclical,Internet Retail,0.125,0.125,0.5,0.75,0.375,0.4,25.0,SELL,MEDIUM,40.0,0,0.0053,-0.0014000000000000002,0.0005,0.0018,0.0007000000000000001
GOOGL,Alphabet Inc.,2013-07-08,22.48,78701220,0.89,9.57,130.79,4.68,16.81,22.65,53.97,15.18,59.52,0.14,0.11,0.03,Communication Services,Internet Content & Information,0.625,0.375,0.125,0.875,0.875,0.65,100.0,STRONG_BUY,HIGH,65.0,1,0.0053,-0.0014000000000000002,0.0005,0.0018,0.0007000000000000001
META,Meta Platforms Inc.,2013-07-08,24.54,27064600,0.41,8.54,53.44,7.58,-7.97,-14.08,-20.8,31.99,58.39,-0.04,-0.17,0.12,Communication Services,Internet Content & Information,0.875,0.75,0.625,0.25,0.125,0.48750000000000004,75.0,BUY,MEDIUM,48.75000000000001,0,0.0053,-0.0014000000000000002,0.0005,0.0018,0.0007000000000000001
MSFT,Microsoft Corporation,2013-07-08,28.07,32396900,0.99,9.75,208.63,-1.8,20.92,30.36,15.01,19.94,42.12,0.03,0.08,-0.06,Technology,Software - Infrastructure,0.5,0.5,0.375,0.5,0.5,0.48749999999999993,50.0,NEUTRAL,MEDIUM,48.74999999999999,0,0.0053,-0.0014000000000000002,0.0005,0.0018,0.0007000000000000001
NVDA,NVIDIA Corporation,2013-07-08,0.33,262084000,1.12,36.33,8.03,-0.56,14.58,8.97,4.51,19.76,41.49,-0.0,0.0,-0.0,Technology,Semiconductors,0.25,0.625,0.875,0.375,0.75,0.525,87.5,STRONG_BUY,HIGH,52.5,1,0.0053,-0.0014000000000000002,0.0005,0.0018,0.0007000000000000001
TSLA,Tesla Inc.,2013-07-08,8.11,117213000,1.28,20.36,26.96,24.92,190.72,253.52,296.64,67.58,75.14,0.52,0.46,0.06,Consumer Cyclical,Auto Manufacturers,0.0,0.125,0.25,1.0,0.0,0.35,12.5,STRONG_SELL,HIGH,35.0,1,0.0053,-0.0014000000000000002,0.0005,0.0018,0.0007000000000000001
UNH,UnitedHealth Group Inc.,2013-07-08,55.3,6192500,0.8,3.16,50.09,9.59,9.64,30.78,25.13,20.97,64.86,0.84,0.72,0.12,Healthcare,Healthcare Plans,0.75,0.125,0.75,0.625,0.25,0.4875,62.5,BUY,MEDIUM,48.75,0,0.0053,-0.0014000000000000002,0.0005,0.0018,0.0007000000000000001
AAPL,Apple Inc.,2013-07-09,12.94,352584400,1.07,55.02,191.19,-4.4,-0.43,-18.38,-29.27,20.46,43.98,-0.16,-0.22,0.06,Technology,Consumer Electronics,0.375,0.875,0.0,0.125,0.375,0.36250000000000004,25.0,SELL,MEDIUM,36.25000000000001,0,0.0074,0.0005,0.003,0.0,0.0003
AMZN,Amazon.com Inc.,2013-07-09,14.58,55512000,1.19,6.43,155.83,5.29,11.64,8.59,28.39,19.97,65.21,0.25,0.19,0.06,Consumer Cyclical,Internet Retail,0.125,0.125,0.375,0.75,0.5,0.4125,37.5,SELL,MEDIUM,41.25,0,0.0074,0.0005,0.003,0.0,0.0003
GOOGL,Alphabet Inc.,2013-07-09,22.48,79096824,0.89,9.57,130.81,2.9,16.41,23.2,51.91,14.78,52.73,0.17,0.12,0.05,Communication Services,Internet Content & Information,0.625,0.375,0.125,0.875,0.875,0.65,100.0,STRONG_BUY,HIGH,65.0,1,0.0074,0.0005,0.003,0.0,0.0003
META,Meta Platforms Inc.,2013-07-09,25.3,30387900,0.42,8.54,55.11,9.4,-4.17,-13.39,-19.03,31.97,63.54,0.04,-0.12,0.17,Communication Services,Internet Content & Information,0.875,0.75,0.5,0.25,0.125,0.4750000000000001,50.0,NEUTRAL,MEDIUM,47.50000000000001,0,0.0074,0.0005,0.003,0.0,0.0003
MSFT,Microsoft Corporation,2013-07-09,28.09,25318500,0.99,9.75,208.76,-3.7,16.82,30.68,15.3,19.92,42.59,0.03,0.07,-0.04,Technology,Software - Infrastructure,0.5,0.5,0.625,0.5,0.625,0.5375,87.5,STRONG_BUY,HIGH,53.75,1,0.0074,0.0005,0.003,0.0,0.0003
NVDA,NVIDIA Corporation,2013-07-09,0.33,157364000,1.12,36.33,8.07,-1.45,13.32,12.77,6.1,19.77,45.7,-0.0,-0.0,-0.0,Technology,Semiconductors,0.25,0.625,0.875,0.375,0.75,0.525,75.0,BUY,MEDIUM,52.5,0,0.0074,0.0005,0.003,0.0,0.0003
TSLA,Tesla Inc.,2013-07-09,8.23,129049500,1.28,20.36,27.37,20.98,204.81,259.49,295.29,66.7,75.55,0.54,0.48,0.06,Consumer Cyclical,Auto Manufacturers,0.0,0.125,0.25,1.0,0.0,0.35,12.5,STRONG_SELL,HIGH,35.0,1,0.0074,0.0005,0.003,0.0,0.0003
UNH,UnitedHealth Group Inc.,2013-07-09,55.63,4275700,0.81,3.16,50.39,9.11,9.79,31.57,23.79,20.86,61.65,0.94,0.77,0.17,Healthcare,Healthcare Plans,0.75,0.125,0.75,0.625,0.25,0.4875,62.5,BUY,MEDIUM,48.75,0,0.0074,0.0005,0.003,0.0,0.0003
AAPL,Apple Inc.,2013-07-10,12.89,281405600,1.08,55.02,190.45,-4.14,-2.79,-18.91,-29.07,20.37,48.4,-0.14,-0.2,0.06,Technology,Consumer Electronics,0.375,0.875,0.0,0.125,0.25,0.3375,12.5,STRONG_SELL,HIGH,33.75,1,0.0006,0.0029,-0.0037,-0.0008,-0.0012
AMZN,Amazon.com Inc.,2013-07-10,14.62,36204000,1.19,6.43,156.25,4.01,10.41,9.74,29.9,19.27,74.17,0.27,0.2,0.06,Consumer Cyclical,Internet Retail,0.125,0.0,0.625,0.75,0.625,0.4375,37.5,SELL,MEDIUM,43.75,0,0.0006,0.0029,-0.0037,-0.0008,-0.0012
GOOGL,Alphabet Inc.,2013-07-10,22.5,68267664,0.88,9.57,130.92,1.77,14.66,23.55,54.61,14.59,53.11,0.19,0.13,0.05,Communication Services,Internet Content & Information,0.625,0.375,0.125,0.875,0.875,0.65,100.0,STRONG_BUY,HIGH,65.0,1,0.0006,0.0029,-0.0037,-0.0008,-0.0012
META,Meta Platforms Inc.,2013-07-10,25.62,26721800,0.43,8.54,55.8,6.04,-6.42,-11.22,-18.69,31.96,65.17,0.13,-0.07,0.21,Communication Services,Internet Content & Information,0.875,0.75,0.375,0.25,0.125,0.4625,50.0,NEUTRAL,MEDIUM,46.25,0,0.0006,0.0029,-0.0037,-0.0008,-0.0012
MSFT,Microsoft Corporation,2013-07-10,28.37,29658800,0.99,9.75,210.88,-2.17,15.4,32.7,18.44,19.08,51.31,0.06,0.07,-0.01,Technology,Software - Infrastructure,0.5,0.5,0.25,0.5,0.75,0.525,87.5,STRONG_BUY,HIGH,52.5,1,0.0006,0.0029,-0.0037,-0.0008,-0.0012
NVDA,NVIDIA Corporation,2013-07-10,0.34,208468000,1.11,36.33,8.18,-0.07,13.04,16.83,9.6,20.18,37.27,-0.0,-0.0,0.0,Technology,Semiconductors,0.25,0.625,0.875,0.375,0.5,0.47500000000000003,62.5,BUY,MEDIUM,47.5,0,0.0006,0.0029,-0.0037,-0.0008,-0.0012
